Transaction,items_list
1966,"['the nomad', 'bread', 'tea']"
1967,"['coffee', 'smoothies']"
1968,['bread']
1969,['bread']
1970,"['coffee', 'bread']"
1971,"['coffee', 'cake']"
1972,"['fudge', 'coffee', 'sandwich']"
1973,['brownie']
1974,"['bread', 'sandwich']"
1975,['coffee']
1976,"['bread', 'brownie']"
1977,['sandwich']
1978,"['coffee', 'sandwich', 'hearty & seasonal']"
1979,['coffee']
1980,"['tea', 'cake']"
1981,"['coffee', 'bread']"
1982,"['coffee', 'sandwich']"
1983,['coffee']
1984,['cake']
1985,"['coffee', 'alfajores']"
1986,"['coffee', 'cake']"
1987,['tea']
1988,['bread']
1989,"['tea', 'cake']"
1990,"['brownie', 'alfajores']"
1991,"['hack the stack', 'art tray', 'coffee']"
1992,['tea']
1993,"['coffee', 'cake']"
1994,"['coffee', 'coke']"
1995,"['hack the stack', 'my-5 fruit shoot', 'tea', 'art tray']"
1996,"[""ella's kitchen pouches""]"
1997,"['coffee', 'medialuna']"
1998,['coffee']
1999,['coffee']
2000,"['coffee', 'bread']"
2001,"['coffee', 'medialuna']"
2002,['coffee']
2003,['coffee']
2004,"['coffee', 'pastry', 'bread']"
2005,"['bread', 'coffee']"
2006,['bread']
2007,"['keeping it local', 'coffee', 'bread']"
2008,['coffee']
2009,['coffee']
2010,"['keeping it local', 'tea', 'brownie', 'bread']"
2011,"['coffee', 'pastry']"
2012,['bread']
2013,"['coffee', 'cake']"
2014,"['coffee', 'keeping it local']"
2015,['coffee']
2016,"['bread', 'medialuna']"
2017,"['bread', 'focaccia']"
2018,"['medialuna', 'coffee']"
2019,['bread']
2020,['coffee']
2021,['coffee']
2022,['bread']
2023,['farm house']
2024,"['coffee', 'pastry']"
2025,"['cookies', 'juice', 'tea', 'alfajores']"
2026,"['coffee', 'alfajores']"
2027,"['coffee', 'sandwich']"
2028,['coffee']
2029,['coffee']
2030,['bread']
2031,"['coffee', 'bread']"
2033,['coffee']
2034,['tea']
2035,"['sandwich', 'bread']"
2036,"['tea', 'art tray']"
2037,['bread']
2038,"['coffee', 'cake']"
2039,"['mineral water', 'coffee']"
2040,['mineral water']
2041,['tartine']
2042,['coffee']
2043,"['bread', 'coffee']"
2044,['bread']
2045,"['hot chocolate', 'bread', 'sandwich']"
2048,['juice']
2049,['bread']
2050,['mineral water']
2051,"['sandwich', 'bread', 'jam']"
2052,"['coffee', 'sandwich', 'bread']"
2053,['tea']
2054,['tea']
2055,"['bread', 'pastry']"
2057,"['coffee', 'tea']"
2058,"['bread', 'brownie']"
2059,"['alfajores', 'bread']"
2061,"['coffee', 'medialuna']"
2062,['medialuna']
2063,"['coffee', 'bread', 'pastry', 'medialuna']"
2065,"['tea', 'alfajores', 'cake']"
2066,"['tea', 'brownie', 'alfajores', 'pastry', 'bread']"
2067,"['medialuna', 'pastry']"
2068,['brownie']
2069,['bread']
2070,['coffee']
2071,"['bread', 'coffee']"
2072,['bread']
2073,"['bread', 'coffee', 'medialuna']"
2074,['bread']
2075,['bread']
2076,['pastry']
2077,['bread']
2078,['farm house']
2079,"['medialuna', 'scandinavian', 'coffee']"
2080,['coffee']
2081,['coffee']
2082,"['bread', 'medialuna']"
2083,['cake']
2084,"['muffin', 'coffee']"
2085,['bread']
2086,['scandinavian']
2087,['muffin']
2088,['scandinavian']
2089,['coffee']
2090,['bread']
2091,['bread']
2092,"['coffee', 'medialuna']"
2093,['bread']
2094,"['medialuna', 'bread', 'tea', 'coffee']"
2095,['bread']
2096,"['cake', 'muffin', 'jam']"
2097,"['bread', 'pastry']"
2098,['coffee']
2099,['coffee']
2100,['scandinavian']
2101,['scandinavian']
2102,"['pastry', 'medialuna', 'coffee']"
2103,"['medialuna', 'pastry', 'bread', 'coffee']"
2104,"['medialuna', 'bread']"
2105,"['coffee', 'tea', 'pastry']"
2106,['coffee']
2107,['juice']
2108,['coffee']
2109,"['muffin', 'cake', 'pastry', 'tea', 'coffee']"
2110,['hot chocolate']
2111,['muffin']
2112,"['tartine', 'juice', 'bread', 'coffee']"
2113,"['coffee', 'fudge']"
2114,"['coffee', 'bread']"
2115,['bread']
2116,"['coffee', 'tea']"
2117,"['coffee', 'sandwich']"
2118,"['coffee', 'coke', 'sandwich']"
2119,['scandinavian']
2120,"['tea', 'muffin']"
2121,"['bread', 'scandinavian']"
2122,['coffee']
2123,"['coffee', 'the nomad', 'tartine']"
2124,"['coffee', 'sandwich']"
2125,"['coffee', 'alfajores']"
2126,"['coffee', 'tea']"
2127,['scandinavian']
2128,['bread']
2129,['mineral water']
2130,"['alfajores', 'muffin', 'cake']"
2131,['tea']
2132,['bread']
2133,['bread']
2134,['scandinavian']
2135,"['coffee', 'bread', 'sandwich']"
2136,"['hot chocolate', 'tea']"
2137,['muffin']
2138,"['sandwich', 'coffee']"
2140,['bread']
2141,"['muffin', 'coffee']"
2142,"['coffee', 'pastry', 'cake']"
2143,"['tea', 'hot chocolate', 'cookies', 'cake']"
2144,['cake']
2145,"['sandwich', 'bread']"
2146,"['bakewell', 'coffee']"
2147,"['alfajores', 'bread', 'tea']"
2148,"['sandwich', 'medialuna', 'tea', 'coffee']"
2149,"['bread', 'tea', 'alfajores', 'medialuna']"
2150,"['bread', 'muffin', 'coffee']"
2151,"['hot chocolate', 'bread', 'muffin', 'coffee', 'pastry']"
2152,"['tea', 'alfajores']"
2153,"['bakewell', 'cake']"
2154,['focaccia']
2155,"['tea', 'pastry', 'bakewell']"
2156,"['alfajores', 'coffee']"
2157,"['coffee', 'alfajores']"
2158,"['coffee', 'the nomad', 'bread']"
2159,['coffee']
2160,"['coffee', 'jammie dodgers', 'juice']"
2161,['medialuna']
2162,"['coffee', 'tea', 'juice', 'smoothies', 'jammie dodgers', 'muffin', 'bakewell']"
2163,"['cake', 'pastry']"
2164,"['coffee', 'brownie']"
2165,"['juice', 'jammie dodgers']"
2166,['coffee']
2167,"['coffee', 'bakewell']"
2168,"['bread', 'tea', 'pastry']"
2169,"['bread', 'coffee', 'hot chocolate']"
2170,"['pastry', 'coffee', 'hot chocolate']"
2171,"['bread', 'coffee']"
2172,"['alfajores', 'pastry']"
2173,['bread']
2174,"['coffee', 'hot chocolate', 'muffin']"
2175,"['bread', 'coffee', 'smoothies', 'pastry']"
2176,"['brownie', 'hot chocolate', 'coffee']"
2177,"['tartine', 'hearty & seasonal']"
2178,['fudge']
2179,['bread']
2180,['coffee']
2181,"['coffee', 'keeping it local']"
2182,"['coffee', 'tea', 'medialuna']"
2183,"['medialuna', 'jammie dodgers', 'tea', 'hot chocolate', 'muffin']"
2184,['coffee']
2185,"['coffee', 'keeping it local']"
2186,"['coffee', 'medialuna']"
2187,"['bread', 'hot chocolate', 'medialuna']"
2188,['bread']
2189,['bread']
2190,"['muffin', 'brownie', 'alfajores', 'hot chocolate', 'coffee']"
2191,['pastry']
2192,"['brownie', 'coffee']"
2193,['jammie dodgers']
2194,"['coffee', 'hearty & seasonal']"
2195,"['art tray', 'hearty & seasonal', 'tea', 'coffee']"
2196,"['coffee', 'alfajores', 'brownie']"
2197,"['coffee', 'medialuna', 'hearty & seasonal']"
2198,"['coffee', 'bread', 'farm house']"
2199,['farm house']
2200,"['coffee', 'tea', 'cake']"
2201,"['hearty & seasonal', 'tea']"
2202,"['hot chocolate', 'coffee']"
2203,"['bakewell', 'cake']"
2204,"['coffee', 'hearty & seasonal']"
2205,"['coffee', 'muffin']"
2206,"['cake', 'brownie']"
2207,"['coffee', 'sandwich', 'bakewell', 'cookies', 'art tray']"
2208,['bakewell']
2209,['coffee']
2210,"['coffee', 'medialuna', 'cookies']"
2211,"['alfajores', 'cake', 'coffee']"
2212,['fudge']
2213,['mineral water']
2214,"['brownie', 'bakewell', 'bread', 'coffee']"
2215,"['coffee', 'tea']"
2216,['coffee']
2217,"['coffee', 'bread']"
2218,['pastry']
2219,['bread']
2220,"['medialuna', 'coffee']"
2221,['coffee']
2222,"[""ella's kitchen pouches"", 'coffee']"
2223,"['coffee', 'pastry']"
2224,['coffee']
2225,"['coffee', 'tartine']"
2226,['bread']
2227,['coffee']
2228,"['tea', 'coffee']"
2229,"['coffee', 'medialuna', 'pastry']"
2230,"['pastry', 'coffee']"
2231,"['coffee', 'medialuna']"
2232,"['tea', 'coffee', 'keeping it local']"
2234,"['pastry', 'bread', 'cookies', 'coffee']"
2235,"['jam', 'sandwich', 'bread', 'smoothies']"
2236,"['bread', 'cookies']"
2237,['bread']
2238,"['cookies', 'coffee']"
2239,['sandwich']
2241,['hot chocolate']
2242,"['bread', 'coffee', 'bakewell', 'lemon and coconut']"
2243,['coffee']
2244,"['coffee', 'lemon and coconut', 'sandwich']"
2245,['tea']
2246,"['bread', 'coffee']"
2248,['bread']
2249,['bread']
2250,['coffee']
2251,"['coffee', 'hot chocolate', 'pastry', 'cake']"
2252,['bread']
2253,['bread']
2254,['bread']
2255,['coffee']
2256,"['bread', 'tea', 'lemon and coconut', 'cake']"
2257,"['pastry', 'medialuna', 'coffee', 'tea']"
2258,['bread']
2259,"['tea', 'coffee', 'tiffin', 'cookies', ""ella's kitchen pouches""]"
2260,['coffee']
2261,['pastry']
2262,"['pastry', 'bread', 'coffee']"
2263,"['tea', 'keeping it local']"
2264,['coffee']
2265,"['coffee', 'medialuna']"
2266,['bread']
2267,"['keeping it local', 'coffee']"
2268,"['hot chocolate', 'pastry']"
2269,['bread']
2270,"['coffee', 'tea']"
2271,['bread']
2272,['coke']
2273,['bread']
2274,['bread']
2275,"['coffee', 'medialuna', 'pastry']"
2276,"['muffin', 'coffee']"
2277,"['coffee', 'muffin']"
2278,"['coffee', 'bread']"
2279,['farm house']
2280,"['muffin', 'coffee']"
2281,"['bread', 'coffee']"
2282,['coffee']
2283,['coffee']
2284,"['scandinavian', 'farm house']"
2285,['coffee']
2286,['tea']
2287,"['coffee', 'muffin']"
2288,['bread']
2289,"['bread', 'scandinavian']"
2290,['tea']
2291,"['medialuna', 'coffee']"
2294,['tea']
2295,"['tea', 'sandwich']"
2296,"['coffee', 'cake']"
2297,"['coffee', 'cake', 'muffin']"
2298,['cookies']
2300,['tea']
2301,['sandwich']
2302,['farm house']
2303,"['cake', 'sandwich']"
2304,"['coffee', 'hot chocolate', 'cake', 'bread']"
2305,"['tea', 'muffin']"
2307,"['coffee', 'tea', 'bread', 'fudge', 'jam']"
2308,"['juice', 'tea', 'cookies']"
2309,"['coffee', 'bread', 'cake']"
2310,['coke']
2311,"['tiffin', 'pastry']"
2312,['alfajores']
2313,"['tiffin', 'coffee']"
2314,['bread']
2315,['bread']
2316,"['medialuna', 'bread']"
2317,"['cake', 'bread']"
2318,['bread']
2319,['farm house']
2320,"['medialuna', 'pastry']"
2321,"['keeping it local', 'cookies', 'coffee']"
2322,['coffee']
2323,"['coffee', 'tea', 'hot chocolate']"
2324,['smoothies']
2325,"['coffee', 'keeping it local']"
2326,['coffee']
2327,['farm house']
2328,['tea']
2329,"['bread', 'medialuna']"
2330,"['pastry', 'bread']"
2331,"['coffee', 'pastry']"
2332,"['coffee', 'keeping it local']"
2333,['coffee']
2334,['bread']
2335,"['bread', 'cookies']"
2337,['coffee']
2338,['bread']
2339,"['keeping it local', 'coffee', 'fudge', 'jam']"
2340,"['tea', 'hot chocolate', 'keeping it local', 'coffee', 'art tray']"
2341,['coffee']
2342,"['coffee', 'cake']"
2343,"['bread', 'jammie dodgers']"
2344,"['muffin', 'smoothies']"
2346,"['coffee', 'jammie dodgers', 'cookies']"
2347,"['coffee', 'cake', 'bread']"
2348,"['bread', 'muffin', 'cookies']"
2350,['bread']
2351,['tea']
2352,"['hot chocolate', 'bread', 'alfajores']"
2353,['tea']
2354,['muffin']
2355,"['sandwich', 'mineral water', 'bread', 'coffee', 'alfajores']"
2356,"['sandwich', 'alfajores']"
2357,['coffee']
2358,"['coffee', 'muffin']"
2359,"['coffee', 'tiffin']"
2360,"['coffee', 'bread']"
2361,"['hot chocolate', 'cookies']"
2362,['tea']
2363,"['bread', 'hot chocolate']"
2364,"['hot chocolate', 'fudge']"
2365,['coffee']
2366,"['coffee', 'tiffin']"
2367,"['tiffin', 'bread']"
2368,['bread']
2369,"['bread', 'pastry', 'jam']"
2370,['hot chocolate']
2371,"['coffee', 'hot chocolate', 'pastry', 'bread']"
2372,"['pastry', 'coffee']"
2373,"['bread', 'tea', 'muffin', 'pastry']"
2374,"['bread', 'coffee']"
2375,"['coffee', 'pastry']"
2376,['tea']
2377,['tea']
2378,"['tea', 'the nomad']"
2379,['coffee']
2380,['medialuna']
2381,['farm house']
2382,['bread']
2383,['coffee']
2384,['farm house']
2385,"['bread', 'coffee', 'pastry', 'keeping it local']"
2386,"['bread', 'coffee']"
2387,['hearty & seasonal']
2388,['bread']
2389,['fudge']
2390,['scandinavian']
2391,"['bread', 'alfajores']"
2392,"['sandwich', 'coke', 'juice', 'coffee']"
2393,['farm house']
2395,['bread']
2396,"['coffee', 'medialuna']"
2397,"['pastry', 'bread', 'coffee']"
2398,"['sandwich', 'coffee']"
2399,['bread']
2400,"['muffin', 'bread']"
2401,['coffee']
2402,"['coffee', 'muffin']"
2403,['coffee']
2404,"['fudge', 'spread']"
2406,['bread']
2407,"['coffee', 'pastry', 'bread']"
2408,"['coffee', 'cake']"
2409,['coffee']
2410,['bread']
2412,['tea']
2413,['coffee']
2414,"['hot chocolate', 'coffee', 'cake']"
2415,"['tea', 'bread']"
2416,['cake']
2417,['medialuna']
2418,"['coffee', 'pastry']"
2419,['coffee']
2420,['coffee']
2421,['bread']
2422,"['coffee', 'cake']"
2423,['bread']
2424,['coffee']
2425,['coffee']
2426,['tea']
2427,"['keeping it local', 'coffee']"
2428,"['sandwich', 'tea']"
2429,['coffee']
2430,['coffee']
2431,['coffee']
2432,['bread']
2433,"['tea', 'bread']"
2434,"['pastry', 'coffee']"
2435,"['coffee', 'bread', 'pastry']"
2436,"['coffee', 'medialuna']"
2437,"['tea', 'coffee']"
2438,['bread']
2439,['coffee']
2440,"['coffee', 'medialuna', 'pastry', 'cookies']"
2441,"['bread', 'cake']"
2442,"['bread', 'coffee']"
2443,['bread']
2444,['coffee']
2445,['toast']
2446,['hot chocolate']
2447,"['fudge', 'scandinavian']"
2448,"['medialuna', 'coffee']"
2449,"['coffee', 'pastry']"
2450,"['coffee', 'medialuna', 'cake']"
2451,"['sandwich', 'farm house', 'fudge']"
2452,"['sandwich', 'scone']"
2453,"['sandwich', 'bread']"
2454,['sandwich']
2457,['coffee']
2458,"['sandwich', 'bread']"
2459,"['sandwich', 'coke']"
2460,"['sandwich', 'coke']"
2461,['sandwich']
2462,"['sandwich', 'scone']"
2463,['hot chocolate']
2464,"['coffee', 'muffin']"
2466,['bread']
2467,['bread']
2468,['bread']
2469,"['coffee', 'alfajores']"
2470,"['bread', 'sandwich']"
2471,"['bread', 'scone']"
2472,"['coffee', 'medialuna']"
2473,['cake']
2474,['truffles']
2475,"['cake', 'coffee']"
2476,['scone']
2477,"['scone', 'hot chocolate', 'mineral water', 'cookies']"
2478,"['coffee', 'tea', 'scone']"
2479,['bread']
2481,['coffee']
2482,['bread']
2486,"['jam', 'bread', 'scandinavian']"
2487,"['bread', 'scandinavian']"
2488,"['coffee', 'medialuna']"
2489,"['pastry', 'bread']"
2490,['bread']
2491,['farm house']
2492,"['scone', 'hot chocolate', 'coffee']"
2493,"['farm house', 'pastry', 'medialuna', 'hot chocolate', 'coffee']"
2494,['bread']
2495,"['bread', 'coffee']"
2496,"['coffee', 'scandinavian']"
2497,['bread']
2498,"['coffee', 'medialuna', 'pastry']"
2499,"['bread', 'scandinavian']"
2500,"['coffee', 'scone']"
2501,['coffee']
2502,['bread']
2503,"['bread', 'pastry']"
2504,"['coffee', 'bread']"
2505,['bread']
2506,['bread']
2507,['coffee']
2508,"['coffee', 'scone']"
2509,['cake']
2510,['coffee']
2511,"['bread', 'fudge']"
2512,"['medialuna', 'bread', 'farm house']"
2513,"['muffin', 'scone']"
2514,['coffee']
2515,"['coffee', 'alfajores', 'scone']"
2516,['coffee']
2517,"['tea', 'scone']"
2518,"['juice', 'tea', 'cake']"
2519,"['coffee', 'tartine', 'fudge', 'jam']"
2520,['bread']
2521,"['coffee', 'medialuna']"
2522,"['tea', 'bread']"
2523,['coke']
2524,"['coffee', 'medialuna']"
2525,['bread']
2526,"['truffles', 'bread']"
2527,"['coffee', 'bread', 'tea', 'pastry', 'cake']"
2528,['sandwich']
2529,['hot chocolate']
2530,"['coffee', 'sandwich']"
2532,"['sandwich', 'tea', 'coffee']"
2533,"['coffee', 'scone']"
2534,['cake']
2535,"['bread', 'cookies']"
2536,"['coffee', 'sandwich']"
2537,"['cake', 'scone', 'coffee']"
2538,"['mineral water', 'bread']"
2539,"['coffee', 'bread']"
2540,"['muffin', 'cake', 'scone']"
2541,"['tea', 'scone']"
2543,"['muffin', 'pastry']"
2545,"['muffin', 'cake', 'coffee']"
2546,['cake']
2547,"['tea', 'bread', 'scone', 'cake']"
2548,"['coffee', 'medialuna']"
2549,"['jam', 'fudge']"
2550,"['scone', 'pastry']"
2551,"['fudge', 'hot chocolate']"
2552,"['cake', 'sandwich', 'juice', 'coffee']"
2553,['bread']
2554,"['juice', 'coffee']"
2555,"['scone', 'bread', 'coffee', 'hot chocolate']"
2556,"['coffee', 'scone', 'muffin', 'hot chocolate']"
2557,['bread']
2558,['medialuna']
2559,"['cake', 'alfajores']"
2560,['hot chocolate']
2561,['coffee']
2562,['coffee']
2563,"['coffee', 'tea']"
2564,"['jam', 'cake', 'bread', 'coffee']"
2565,['coffee']
2566,"['tea', 'scone']"
2567,['bread']
2568,['bread']
2569,"['smoothies', 'muffin', 'hot chocolate', 'toast']"
2570,"['alfajores', 'muffin', 'medialuna']"
2571,"['bread', 'coffee', 'scone']"
2572,"['tea', 'juice']"
2573,"['coffee', 'bread']"
2574,['pastry']
2575,"['bread', 'tea', 'pastry']"
2576,"['coffee', 'medialuna']"
2577,"['coffee', 'medialuna']"
2578,['bread']
2579,"['pastry', 'bread']"
2580,"['bread', 'toast']"
2581,"['bread', 'medialuna', 'toast']"
2582,"['coffee', 'scone', 'pastry']"
2583,"['coffee', 'tea', 'muffin']"
2584,"['coffee', 'toast']"
2585,"['coffee', 'medialuna', 'pastry']"
2586,"['bread', ""ella's kitchen pouches""]"
2587,"['coffee', 'toast']"
2588,"['bread', 'medialuna']"
2589,"['hot chocolate', 'tea']"
2590,"['bread', 'muffin']"
2591,"['coffee', 'bread']"
2592,['farm house']
2593,['coffee']
2594,"['bread', 'alfajores', 'cookies']"
2595,"['coffee', 'medialuna', 'pastry', 'alfajores']"
2596,"['bread', 'coffee']"
2597,['bread']
2598,"['coffee', 'truffles']"
2599,"['coffee', 'fudge', 'bread']"
2600,['bread']
2601,"['coffee', 'bread']"
2602,['bread']
2603,"['coffee', 'medialuna', 'crepes', 'alfajores']"
2604,"['coffee', 'cake']"
2605,"['bread', 'coffee', 'cake', 'cookies']"
2606,['coffee']
2607,['bread']
2608,['farm house']
2609,['bread']
2610,"['coffee', 'medialuna']"
2611,"['hot chocolate', 'tea', 'coffee', 'cake']"
2612,"['tea', 'hot chocolate', 'truffles']"
2613,['hot chocolate']
2614,"['coffee', 'sandwich', 'crepes']"
2615,"['bread', 'crepes']"
2616,"['bread', 'muffin', 'cake', 'coffee', 'medialuna']"
2617,['coffee']
2618,"['bread', 'coffee', 'cookies']"
2619,"['medialuna', 'crepes']"
2620,['muffin']
2621,"['medialuna', 'tea']"
2622,['pastry']
2623,['tea']
2624,"['coffee', 'scone']"
2625,"['bread', 'coffee']"
2626,"['truffles', 'tea']"
2627,['cookies']
2628,['coffee']
2629,['bread']
2630,"['coffee', 'bread', 'toast', 'pastry']"
2631,['coffee']
2632,['muffin']
2633,['bread']
2634,['farm house']
2635,['coffee']
2636,['bread']
2637,['bread']
2638,"['tea', 'coffee', 'pastry', 'alfajores']"
2639,"['coffee', 'toast', 'medialuna']"
2640,['coffee']
2641,"['juice', 'tea', 'bread', 'medialuna']"
2642,"['medialuna', 'coffee', 'toast']"
2643,"['pastry', 'tea']"
2644,['farm house']
2645,['coffee']
2646,['coffee']
2647,"['coffee', 'muffin']"
2648,['coffee']
2649,"['coffee', 'muffin']"
2650,"['coffee', 'sandwich']"
2651,"['dulce de leche', 'bread', 'coffee', 'pastry']"
2652,['jam']
2653,"['coffee', 'medialuna']"
2654,"['cookies', 'coffee', 'pastry']"
2655,['farm house']
2656,['coffee']
2657,['coffee']
2659,"['bread', 'pastry']"
2660,"['juice', 'sandwich']"
2661,"['coffee', 'alfajores']"
2662,"['coffee', 'sandwich']"
2663,['bread']
2664,['bread']
2665,"['bread', 'tea', 'medialuna']"
2666,"['coffee', 'muffin']"
2667,"['cake', 'tea']"
2668,"['cookies', 'coffee']"
2669,"['hearty & seasonal', 'coke']"
2670,"['coffee', 'muffin', 'sandwich']"
2671,['alfajores']
2672,['alfajores']
2673,"['sandwich', 'coffee']"
2674,"['hot chocolate', 'coffee', 'muffin', 'sandwich']"
2675,['muffin']
2676,"['coffee', 'tea', 'bread']"
2677,['coffee']
2678,"['bread', 'medialuna', 'cookies', 'tea']"
2679,['coffee']
2680,"['coffee', 'bread']"
2681,"['alfajores', 'coffee', 'sandwich', 'bread']"
2682,"['coffee', 'bread', 'cookies', 'medialuna']"
2683,"['coffee', 'cookies']"
2684,['farm house']
2685,['coffee']
2686,['coke']
2687,"['coffee', 'bread']"
2688,"['pastry', 'bread']"
2689,['coffee']
2690,"['hot chocolate', 'alfajores', 'bread', 'muffin']"
2691,['coffee']
2692,['bread']
2693,['coffee']
2694,"['coffee', 'medialuna']"
2695,['coffee']
2696,"['pastry', 'medialuna', 'bread']"
2697,"['muffin', 'coffee']"
2698,['bread']
2699,['bread']
2700,"['bread', 'coffee']"
2701,"['bread', 'tea']"
2702,"['bread', 'cookies', 'muffin']"
2703,"['tea', 'coffee']"
2704,"['medialuna', 'pastry', 'bread']"
2705,"['coffee', 'alfajores']"
2706,['toast']
2707,['coffee']
2708,['tea']
2709,"['hot chocolate', 'medialuna']"
2710,"['coffee', 'pastry']"
2711,['coffee']
2712,"['cake', 'bread']"
2713,"['cake', 'coffee']"
2714,"['coffee', 'hot chocolate', 'pastry']"
2715,['tea']
2716,['bread']
2717,['tea']
2718,"['bread', 'farm house']"
2719,['coffee']
2720,['bread']
2721,['bread']
2722,"['bread', 'cookies']"
2723,"['coffee', 'bread']"
2724,"['cookies', 'coffee']"
2725,['farm house']
2726,['bread']
2727,['coffee']
2728,"['coffee', 'tea', 'sandwich', 'muffin']"
2729,"['coffee', 'bread', 'cake']"
2730,['bread']
2731,['tea']
2732,"['tea', 'coffee']"
2733,['coffee']
2734,"['sandwich', 'tea', 'alfajores']"
2735,"['coffee', 'mineral water', 'alfajores', 'cake', 'sandwich']"
2736,"['coffee', 'bread']"
2737,['coffee']
2738,"['tea', 'cake']"
2739,['bread']
2740,['cookies']
2741,"['coffee', 'juice']"
2742,"['coffee', 'muffin', 'mineral water', 'juice']"
2743,['bread']
2744,['bread']
2745,['bread']
2746,"['bread', 'hot chocolate', 'juice', 'toast']"
2747,"['coffee', 'cake', 'bread']"
2748,"['coffee', 'toast']"
2749,"['coffee', 'toast']"
2750,['tea']
2751,"['tea', 'toast', 'cookies']"
2752,['farm house']
2753,"['bread', 'cake']"
2754,['bread']
2755,['coffee']
2756,"['tea', 'alfajores']"
2757,['bread']
2758,['coffee']
2759,"['juice', 'coffee', 'tea']"
2760,"['coffee', 'medialuna']"
2761,['bread']
2762,"['medialuna', 'coffee']"
2763,"['cake', 'tea']"
2764,"['bread', 'coffee']"
2765,['farm house']
2766,['bread']
2767,"['farm house', 'crepes']"
2768,['bread']
2769,['hot chocolate']
2770,"['coffee', 'hot chocolate', 'sandwich']"
2771,['sandwich']
2772,"['coffee', 'truffles']"
2773,['jam']
2774,['bread']
2775,['bread']
2776,"['sandwich', 'coffee', 'mineral water']"
2777,['bread']
2778,"['coke', 'cookies']"
2780,['bread']
2781,"['coffee', 'sandwich']"
2782,"['bread', 'coffee']"
2783,"['tea', 'coffee']"
2785,"['tea', 'coffee']"
2786,['hot chocolate']
2787,"['coffee', 'alfajores']"
2788,"['fudge', 'jam', 'cake', 'coffee']"
2789,['cake']
2790,"['coffee', 'bread']"
2791,"['pastry', 'coffee']"
2792,"['coffee', 'pastry']"
2793,"['coffee', 'pastry']"
2794,"['truffles', 'bread']"
2795,['coffee']
2796,['coffee']
2797,"['coffee', 'toast', 'vegan mincepie', 'mineral water']"
2798,"['medialuna', 'bread']"
2799,"['coffee', 'cake']"
2800,"['coffee', 'pastry']"
2801,['coffee']
2802,['coffee']
2803,"['bread', 'cake', 'cookies']"
2804,"['coffee', 'tea', 'bread', 'cake']"
2805,"['toast', 'juice']"
2806,['bread']
2807,['pastry']
2808,['coffee']
2809,['truffles']
2810,['tea']
2811,['bread']
2812,['farm house']
2813,"['coffee', 'cake']"
2814,"['coffee', 'sandwich']"
2815,['tea']
2816,"['hearty & seasonal', 'tea']"
2817,['coffee']
2818,['coffee']
2819,"['tea', 'cake']"
2820,['farm house']
2821,['coffee']
2822,['coffee']
2823,['bread']
2824,"['coffee', 'cake']"
2825,['cake']
2826,"['alfajores', 'medialuna', 'brownie']"
2827,['bread']
2828,['bread']
2829,"['bread', 'jam']"
2830,"['tea', 'sandwich']"
2831,"['coffee', 'medialuna', 'juice', 'coke']"
2832,"['toast', 'coffee', 'bread']"
2833,"['bread', 'coffee', 'toast']"
2834,"['bread', 'coffee', 'medialuna']"
2835,['coffee']
2836,"['bread', 'toast']"
2837,['bread']
2838,"['coffee', 'medialuna', 'cake']"
2839,['tea']
2840,['tea']
2841,"['coffee', 'medialuna']"
2842,['bread']
2843,"['bread', 'coffee']"
2844,['bread']
2845,"['bread', 'brownie']"
2846,['coffee']
2847,"['tea', 'the nomad']"
2848,['fudge']
2849,"['alfajores', 'coffee']"
2850,['bread']
2851,"['coffee', 'alfajores']"
2852,"['brownie', 'coffee']"
2853,['bread']
2854,"['jam', 'fudge']"
2855,['tea']
2856,['coffee']
2857,['coffee']
2858,['bread']
2859,['coffee']
2860,['coffee']
2861,"['medialuna', 'cake']"
2862,"['coffee', 'cake']"
2863,['coffee']
2865,"['the nomad', 'tea', 'bread', 'brownie', 'fudge']"
2866,"['scone', 'tea']"
2867,['bread']
2868,"['sandwich', 'bread', 'mineral water', 'coffee', 'juice']"
2869,"['bread', 'scandinavian']"
2870,['sandwich']
2871,"['coffee', 'brownie']"
2872,"['hearty & seasonal', 'brownie', 'bread']"
2873,"['tea', 'hearty & seasonal']"
2874,"['coffee', 'brownie']"
2875,"['coffee', 'farm house']"
2876,"['coffee', 'scone']"
2877,"['scone', 'crepes', 'alfajores']"
2878,['scandinavian']
2879,['cake']
2880,['bread']
2881,['bread']
2882,"['bread', 'tea']"
2884,"['brownie', 'mineral water']"
2885,['farm house']
2886,['coffee']
2887,"['sandwich', 'scone', 'bread', 'coffee']"
2888,"['coffee', 'hot chocolate', 'tea', 'alfajores', 'sandwich']"
2889,"['bread', 'scone', 'juice']"
2890,['coffee']
2891,['bread']
2892,['bread']
2893,"['coffee', 'toast', 'pastry']"
2894,"['bread', 'focaccia']"
2895,['scone']
2896,['focaccia']
2897,['scandinavian']
2898,"['coffee', 'tea']"
2899,"['coffee', 'farm house']"
2900,"['focaccia', 'pastry']"
2901,"['coffee', 'pastry', 'medialuna']"
2902,"['sandwich', 'bread']"
2903,"['bread', 'coffee', 'medialuna', 'jam']"
2904,"['sandwich', 'tea', 'coffee']"
2905,"['coffee', 'farm house']"
2906,['bread']
2907,"['bread', 'coffee']"
2908,"['coffee', 'toast', 'scandinavian']"
2909,"['farm house', 'bread', 'medialuna']"
2910,['bread']
2911,['cake']
